Game Date	Team	Play	Quarter	Yard	Down	Distance	Gain/Loss	Hash	Play Type	Result	Play Direction	Eff	Series	Offensive Strength	Field/Boundary	Opposing Team	Offensive Formation	Offensive Play	Defensive Front	Defensive Coverage	Defensive Play
2020-10-03T03:19:12.247	BHS	19	1	-45	1	10	1	M	Run	Rush	L	N	2	Bal		Southside High School	ACE	GATOR			
2020-10-03T03:19:12.247	BHS	20	1	-46	2	9	7	M	Run	Rush	L	Y	2	L		Southside High School	HIP/LT HIP	PIRATE			
2020-10-03T03:19:12.247	BHS	22	1	-47	3	8	17	M	Pass	Complete	R	Y	2	R		Southside High School	TRACK/LT TRACK	BRONCO STAGGER			
2020-10-03T03:19:12.247	BHS	23	1	36	1	10	7	R	Run	Rush	R	Y	2	L		Southside High School	TRACK/LT TRACK	BUFFALO DUMP			
2020-10-03T03:19:12.247	BHS	24	1	29	2	3	4	R	Run	Rush	L	Y	2	L		Southside High School	TRACK/LT TRACK	LONGHORN			
2020-10-03T03:19:12.247	BHS	25	1	25	1	10	4	L	Pass	Complete	R	Y	2	R		Southside High School	TRACE TILT/LT TRACE TART	COLT STAGGER			
2020-10-03T03:19:12.247	BHS	26	1	21	2	6	0	R	Run	Rush	L	N	2	L		Southside High School	TRACE TILT/LT TRACE TART	FAT COLT			
2020-10-03T03:19:12.247	BHS	27	1	21	3	6	0	R	Pass	Incomplete	L	N	2	R		Southside High School	TREY TART/LT TREY TILT	T SHALLOW BLOCK			
2020-10-03T03:19:12.247	BHS	28	1	21	4	6	7	R	Pass	Complete	L	Y	2	L		Southside High School	TREY	SPRINT CREASE			
2020-10-03T03:19:12.247	BHS	29	1	14	1	10	4	L	Run	Rush	R	Y	2	L		Southside High School	HIP/LT HIP	PIRATE			
2020-10-03T03:19:12.247	BHS	30	1	10	2	6	8	R	Pass	Complete	L	Y	2	R		Southside High School	WING/LT WING	LONGHORN STICK			
2020-10-03T03:19:12.247	BHS	31	1	2	1	2	2	L	Run	Rush, td	R	Y	2	Bal		Southside High School	32 ACE	BUFFALO			
2020-10-03T03:19:12.247	BHS	34	1	-32	1	10	7	L	Run	Rush	R	N	3	R		Southside High School	TRACK	WEAK CARDINAL	TITE		
2020-10-03T03:19:12.247	BHS	35	2	-39	2	3	4	M	Pass	Complete	L	N	3	L		Southside High School	LEFT TREY	3 X 0 QUICK GAME	UNDER		
2020-10-03T03:19:12.247	BHS	36	2	-43	1	10	3	L	Run	Rush	L	Y	3	R		Southside High School	TRACK	WEAK SOONER	TITE		
2020-10-03T03:19:12.247	BHS	37	2	-46	2	7	0	L	Pass	Incomplete	L	Y	3	Bal		Southside High School	LEFT DOUBLES YON	DART CUE	TITE		
2020-10-03T03:19:12.247	BHS	38	2	-46	3	7	-7	L	Pass	Sack	L	Y	3	R		Southside High School	TRIPS	1 X 4 DROP GAME	STRONG LOONEY		
2020-10-03T03:19:12.247		39	2	-39	4	14		L	Punt rec	Downed			3								
2020-10-03T03:19:12.247	BHS	40	2	-13	1	10	-5	L	Pass	Sack	R	N	3	L		Southside High School	HIP/LT HIP	CAROLINA ZORRO			
2020-10-03T03:19:12.247	BHS	41	2	-8	2	15	23	M	Run	Rush	R	Y	3	R		Southside High School	DICE/LT DICE	LONGHORN RAIL			
2020-10-03T03:19:12.247	BHS	42	2	-31	1	10	9	R	Pass	Complete	L	Y	3			Southside High School	DICE/LT DICE	BUFFALO FRONT STICK			
2020-10-03T03:19:12.247	BHS	43	2	-40	2	1	4	L	Run	Rush	R	Y	3	R		Southside High School	TREY	BUFFALO FRONT			
2020-10-03T03:19:12.247	BHS	44	2	-44	1	10	10	M	Pass	Complete	L	Y	3	R		Southside High School	DOUBLES UP	PANTHER ARROW			
2020-10-03T03:19:12.247	BHS	45	2	46	1	10	-15	L	Run	Penalty	R	N	3	R		Southside High School	TREY	SPRINT CREASE			
2020-10-03T03:19:12.247	BHS	46	2	-39	1	25	5	M	Run	Rush	L	N	3	R		Southside High School	DICE/LT DICE	BUFFALO RALLY			
2020-10-03T03:19:12.247	BHS	47	2	-44	2	20	24	L	Pass	Complete	R	Y	3	R		Southside High School	TRACK/LT TRACK	FARMER RAIL VEGAS			
2020-10-03T03:19:12.247	BHS	48	2	32	1	10	-8	R	Run	Penalty	R	N	3	L		Southside High School	TREY FLEX BUNCH	BULLDOG			
2020-10-03T03:19:12.247	BHS	49	2	40	1	18	0	R	Pass	Incomplete	L	N	3	L		Southside High School	TREY	LONGHORN WHIP			
2020-10-03T03:19:12.247	BHS	50	2	40	2	18	40	R	Pass	Complete, td	L	Y	3	L		Southside High School	TRACK/LT TRACK	FARMER RAIL WIZARD			
2020-10-03T03:19:12.247	BHS	53	2	-25	1	10		L	Pass	Interception, def td	R		4	R		Southside High School	TRACK	1 X 2 PLAY ACTION	TITE		
2020-10-03T03:19:12.247	BHS	56	2	-47	1	10	6	M	Run	Rush	R	Y	5	Bal		Southside High School	ACE	GATOR			
2020-10-03T03:19:12.247	BHS	57	2	47	2	4	9	R	Pass	Complete	L	Y	5	Bal		Southside High School	ACE	SCOUT			
2020-10-03T03:19:12.247	BHS	58	2	38	1	10	0	L	Pass	Incomplete	R	N	5	Bal		Southside High School	ACE	OZZY ZORRO			
2020-10-03T03:19:12.247	BHS	60	2	33	2	5	1	L	Pass	Complete	L	N	5	R		Southside High School	TRACE TILT/LT TRACE TART	COLT STAGGER			
2020-10-03T03:19:12.247	BHS	61	2	32	3	4	-13	L	Run	Penalty	R	N	5	L		Southside High School	HIP/LT HIP	GATOR			
2020-10-03T03:19:12.247	BHS	62	2	45	3	17	16	L	Pass	Complete	L	N	5	R		Southside High School	TRACK/LT TRACK	SCAT FISH Z GUT			
2020-10-03T03:19:12.247	BHS	63	2	29	4	1	29	L	Run	Rush, td	L	Y	5	Bal		Southside High School	32 ACE	BUFFALO LEAD			
2020-10-03T03:19:12.247	BHS	66	2	-30	1	10	4	M	Run	Rush	L	N	5	R		Southside High School	TRACE	WEAK HUSKER	TITE		
2020-10-03T03:19:12.247	BHS	67	2	-34	2	6	5	M	Run	Rush	R	N	5	R		Southside High School	TRACK	WEAK BADGER	UNDER		
2020-10-03T03:19:12.247	BHS	68	2	-39	3	1	3	M	Run	Rush	L	N	5	L		Southside High School	LEFT TRACE	WEAK DART	GRIZZ		
2020-10-03T03:19:12.247	BHS	69	2	-42	1	10	8	M	Pass	Complete	L	N	5	Bal		Southside High School	DOUBLES ON GUN LEFT	Y SNAKE	UNDER		
2020-10-03T03:19:12.247	BHS	70	2	50	2	2	0	L	Pass	Complete	L	Y	5	Bal		Southside High School	LEFT DOUBLE YON	Z NOW	UNDER		
2020-10-03T03:19:12.247	BHS	71	2	50	3	2	17	L	Run	Rush	L	N	5	R		Southside High School	TRACE	WEAK BUFFALO	GRIZZ		
2020-10-03T03:19:12.247	BHS	72	2	33	1	10	0	L	Pass	Complete	R	Y	5			Southside High School	LEFT DEUCE GUN OPP	2 X 2 DROP GAME	UNDER		
2020-10-03T03:19:12.247	BHS	73	2	33	2	10	5	R	Run	Rush	R	N	5	L		Southside High School	LEFT TRACK	BUFFALO WHAM	UNDER		
2020-10-03T03:19:12.247	BHS	74	2	28	3	5	8	R	Pass	Complete	L	N	5	L		Southside High School	TREY	4 X 1 QUICK GAME	TITE		
2020-10-03T03:19:12.247	BHS	75	2	20	1	10	8	R	Run	Rush	R	N	5			Southside High School	DOUBLES	WEAK BUFFALO			
2020-10-03T03:19:12.247	BHS	76	2	12	2	2	0	R	Pass	Incomplete	R	Y	5	L		Southside High School	TREY	3 X 2 QUICK GAME	UNDER		
2020-10-03T03:19:12.247	BHS	77	2	12	3	2	1	R	Pass	Complete	R	Y	5	Bal		Southside High School	LEFT DOUBLES YON	T SCREEN	UNDER		
2020-10-03T03:19:12.247		78	2	11	4	1		R	Fg block	No good			5								
2020-10-03T03:19:12.247	BHS	81	3	-38	1	10	4	L	Run	Rush	L	Y	5	L		Southside High School	DICE/LT DICE	LONGHORN RAIL			
2020-10-03T03:19:12.247	BHS	82	3	-42	2	6	8	L	Pass	Complete	L	Y	5	R		Southside High School	TRACK/LT TRACK	SCOUT			
2020-10-03T03:19:12.247	BHS	83	3	50	1	10	0	L	Run	Rush	L	N	5	L		Southside High School	TREY TART/LT TREY TILT	FAT RHINO			
2020-10-03T03:19:12.247	BHS	84	3	50	2	10	28	L	Pass	Complete	L	Y	5	R		Southside High School	TRACE/LT TRACE	INDY RAZOR			
2020-10-03T03:19:12.247	BHS	85	3	22	1	10	12	L	Pass	Complete	R	Y	5	R		Southside High School	TRACE/LT TRACE	BRONCO STAGGER			
2020-10-03T03:19:12.247	BHS	86	3	10	1	10	2	R	Run	Rush	L	N	5	L		Southside High School	TRACE/LT TRACE	BUFFALO RAIL			
2020-10-03T03:19:12.247	BHS	87	3	8	2	8	8	M	Pass	Complete, td	L	Y	5	L		Southside High School	WING/LT WING	LONGHORN STICK			
2020-10-03T03:19:12.247	BHS	90	3	-33	1	10	5	R	Pass	Complete	R	N	7	Bal		Southside High School	DOUBLES ON	BUFFALO	UNDER RIGHT		
2020-10-03T03:19:12.247	BHS	91	3	-38	2	5	0	R	Pass	Incomplete	L	Y	7	L		Southside High School	4x1	3 X 0 DROP GAME	40 RIP		
2020-10-03T03:19:12.247	BHS	93	3	-43	1	10	-1	R	Run	Rush	R	Y	7	L		Southside High School	TREY	WEAK SOONER	TITE		
2020-10-03T03:19:12.247	BHS	94	3	-42	2	11	8	R	Pass	Complete	L	N	7	Bal		Southside High School	DOUBLES ON GUN LEFT	Y SNAKE	UNDER		
2020-10-03T03:19:12.247	BHS	95	3	50	3	3	-3	L	Run	Rush	L	Y	7	Bal		Southside High School	DOUBLES ON	MUDDLE	TITE		
2020-10-03T03:19:12.247		96	3	-47	4	6		L	Punt rec	Downed			7								
2020-10-03T03:19:12.247	BHS	97	3	-2	1	10	9	M	Run	Rush	L	Y	6	Bal		Southside High School	ACE	BUFFALO			
2020-10-03T03:19:12.247	BHS	98	3	-11	2	1	8	L	Run	Rush	L	Y	6	R		Southside High School	WING/LT WING	BUFFALO FRONT STICK			
2020-10-03T03:19:12.247	BHS	99	3	-19	1	10	9	L	Pass	Complete	R	Y	6	R		Southside High School	WING/LT WING	BRONCO STAGGER			
2020-10-03T03:19:12.247	BHS	100	3	-28	2	1	5	R	Run	Rush	L	Y	6	R		Southside High School	HIP/LT HIP	PIRATE			
2020-10-03T03:19:12.247	BHS	101	3	-33	1	10	0	M	Pass	Incomplete	R	N	6	L		Southside High School	TRACK/LT TRACK	BUFFALO JAYHAWK			
2020-10-03T03:19:12.247	BHS	102	3	-33	2	10	10	R	Run	Rush	L	Y	6	L		Southside High School	TREY/LT TREY	BUFFALO FRONT			
2020-10-03T03:19:12.247	BHS	103	3	-43	1	10	0	M	Run	Rush	L	N	6	L		Southside High School	DICE/LT DICE	LONGHORN RAIL			
2020-10-03T03:19:12.247	BHS	104	3	-43	2	10	-11	L	Pass	Complete	R	N	6	L		Southside High School	TREY TART/LT TREY TILT	STAB			
2020-10-03T03:19:12.247	BHS	105	3	-32	2	21	0	M	Pass	Incomplete	L	N	6	R		Southside High School	TRACK/LT TRACK	FARMER RAIL VEGAS			
2020-10-03T03:19:12.247	BHS	106	3	-32	3	21	26	M	Pass	Complete	L	Y	6	R		Southside High School	TRACK/LT TRACK	RIVER			
2020-10-03T03:19:12.247	BHS	107	3	42	1	10	9	R	Run	Rush	L	Y	6	L		Southside High School	TREY	OUTLAW			
2020-10-03T03:19:12.247	BHS	108	3	33	2	1	-15	L	Pass	Complete	R	N	6	L		Southside High School	TREY TART/LT TREY TILT	T SHALLOW BLOCK			
2020-10-03T03:19:12.247	BHS	109	3	48	2	16	4	M	Run	Rush	R	N	6	R		Southside High School	HIP/LT HIP	PIRATE			
2020-10-03T03:19:12.247	BHS	110	3	44	3	12	10	R	Pass	Complete	L	N	6	L		Southside High School	TRACK/LT TRACK	CURL SHAKE			
2020-10-03T03:19:12.247	BHS	111	3	34	4	2	2	M	Run	Rush	L	Y	6	Bal		Southside High School	32 ACE	BUFFALO LEAD			
2020-10-03T03:19:12.247	BHS	112	4	32	1	10	-3	L	Pass	Scramble	R	N	6	R		Southside High School	TRACE TILT/LT TRACE TART	CURL CORNER			
2020-10-03T03:19:12.247	BHS	113	4	35	2	13	4	R	Pass	Complete	L	N	6	R		Southside High School	WING/LT WING	LONGHORN STICK			
2020-10-03T03:19:12.247	BHS	114	4	31	3	9	-2	L	Run	Rush	R	N	6			Southside High School	TRACK/LT TRACK	FARMER RAIL VEGAS			
2020-10-03T03:19:12.247	BHS	115	4	33	4	11	0	M	Pass	Incomplete	L	N	6	R		Southside High School	TRACK/LT TRACK	SCAT FISH Z GUT			
2020-10-03T03:19:12.247	BHS	116	4	-33	1	10	0	M	Pass	Incomplete	L	Y	8	L		Southside High School	LEFT TRACE	2 X 0 DROP GAME	40 RIP		
2020-10-03T03:19:12.247	BHS	117	4	-33	2	10	-2	M	Run	Rush	L	Y	8	R		Southside High School	TRACE	WEAK SOONER	HEAVY		
2020-10-03T03:19:12.247	BHS	118	4	-31	3	12	-9	L	Pass	Sack	L	Y	8	Bal		Southside High School	DOUBLES ON GUN RIGHT	2 X 2 DROP GAME	MONEY 5S		
2020-10-03T03:19:12.247		119	4	-22	4	21		L	Punt rec	Return			8								
2020-10-03T03:19:12.247	BHS	120	4	-39	1	10	1	M	Run	Rush	R	N	7	Bal		Southside High School	ACE	GATOR			
2020-10-03T03:19:12.247	BHS	121	4	-40	2	9	6	R	Run	Rush	L	Y	7	Bal		Southside High School	ACE	BUFFALO			
2020-10-03T03:19:12.247	BHS	122	4	-46	3	3	-1	R	Run	Rush	L	N	7	Bal		Southside High School	ACE	BUFFALO			
2020-10-03T03:19:12.247		123	4	-45	4	4		M	Punt	Return			7								
2020-10-03T03:19:12.247	BHS	124	4	-23	1	10	-8	R	Pass	Complete	L	Y	9	L		Southside High School	TREY	3 X 0 QUICK GAME	UNDER		
2020-10-03T03:19:12.247	BHS	125	4	-15	1	18	3	M	Run	Rush	R	Y	9	Bal		Southside High School	DOUBLES ON	BLUE BUFFALO	TITE		
2020-10-03T03:19:12.247	BHS	126	4	-18	2	15	0	M	Pass	Incomplete	R	Y	9	L		Southside High School	LEFT DEUCE	2 X 3 DROP GAME	UNDER		
2020-10-03T03:19:12.247		127	4	-18	3	15		L	Punt rec	Fair catch			9								
2020-10-03T03:19:12.247	BHS	128	4	-46	1	10	5	M	Run	Rush	R	Y	8	Bal		Southside High School	ACE	LONGHORN			
2020-10-03T03:19:12.247	BHS	129	4	49	2	5	10	R	Run	Rush	R	Y	8			Southside High School	WING/LT WING	BUFFALO FRONT STICK			
2020-10-03T03:19:12.247	BHS	130	4	39	1	10	-2	R	Run	Rush	R	N	8	R		Southside High School					
2020-10-03T03:19:12.247	BHS	131	4	41	2	12	8	R	Run	Rush	R	Y	8	L		Southside High School	TRACE/LT TRACE	BUFFALO RAIL			
2020-10-03T03:19:12.247	BHS	132	4	33	3	4	7	R	Run	Rush	L	Y	8	L		Southside High School	WING/LT WING	BUFFALO FRONT STICK			
2020-10-03T03:19:12.247	BHS	133	4	26	1	10	1	M	Run	Rush	R	N	8	L		Southside High School	WING/LT WING	LONGHORN RAIL			
2020-10-03T03:19:12.247	BHS	134	4	25	2	9	5	R	Run	Rush	L	Y	8	L		Southside High School	TRACE/LT TRACE	BUFFALO FRONT			
2020-10-03T03:19:12.247		135	4	20	3	4	-5	M	Run	Rush		N	8	Bal							
2020-11-07T04:35:01.207	BHS	2	1	-20	1	10	12	M	Pass	Complete	L	N	1	Bal		Bentonville West High School	DOUBLES GUN LEFT	3 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	3	1	-32	1	10	3	L	Run	Rush	L	Y	1	R		Bentonville West High School	TRIPS GUN SAME	WEAK QB BADGER			
2020-11-07T04:35:01.207	BHS	4	1	-35	2	7	0	L	Pass	Incomplete	R	Y	1	R		Bentonville West High School	TRIPS GUN OPP	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	5	1	-35	3	7	0	L	Pass	Incomplete	L	Y	1	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	6	1	-35	4	7		L	Fake punt	Fumble			1			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	7	1	10	1	10	5	R	Run	Rush	R	Y	1	Bal	Boundary	Bentonville West High School	ACE	BUFFALO			
2020-11-07T04:35:01.207	BHS	8	1	5	2	5	-1	R	Run	Rush	R	N	1	R	Boundary	Bentonville West High School	WING/LT WING	LONGHORN RAIL			
2020-11-07T04:35:01.207	BHS	9	1	6	3	6	0	R	Pass	Incomplete	L	N	1	Bal	Field	Bentonville West High School	ACE	SHAKE			
2020-11-07T04:35:01.207		10	1	6	4	6		R	Fg	Good			1								
2020-11-07T04:35:01.207	BHS	12	1	-34	1	10	3	M	Run	Rush	R	Y	2	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	13	1	-37	2	7	3	M	Pass	Rush	R	Y	2	Bal		Bentonville West High School	DOUBLES GUN LEFT	3 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	14	1	-40	3	4	5	L	Pass	Complete	L	N	2	R		Bentonville West High School	SPLIT	2 X 2 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	15	1	-45	1	10	4	L	Run	Rush	R	N	2	R		Bentonville West High School	SPLIT	WEAK CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	16	1	-49	2	6	0	L	Pass	Incomplete	L	Y	2	R		Bentonville West High School	EMPTY	2 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	17	1	-49	3	6	11	L	Pass	Complete	L	N	2	R		Bentonville West High School	EMPTY	2 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	18	1	40	1	10	2	L	Run	Rush	R	Y	2	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	19	1	38	2	8	6	M	Pass	Complete	L	N	2	Bal		Bentonville West High School	DOUBLES GUN LEFT	LOW RIDER			
2020-11-07T04:35:01.207	BHS	20	1	32	3	2	5	L	Run	Rush	L	N	2	L		Bentonville West High School	LEFT SPLIT	STRONG SOONER BOSS			
2020-11-07T04:35:01.207	BHS	21	1	27	1	10	8	L	Pass	Scramble	L	N	2	R		Bentonville West High School	TRIPS GUN SAME	X LOW RIDER Y FANG			
2020-11-07T04:35:01.207	BHS	22	1	19	2	2	15	L	Pass	Complete	L	N	2	R		Bentonville West High School	TRIPS UP SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	23	1	4	1	4	4	L	Run	Rush, td	L	N	2	R		Bentonville West High School	SPLIT	WEAK QB SOONER BOSS			
2020-11-07T04:35:01.207	BHS	26	1	3	1	10		M	Extra pt.	Good			2			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	28	1	-20	1	10	-2	M	Pass	Rush	R	Y	3	Bal		Bentonville West High School	DOUBLES GUN LEFT	3 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	29	1	-18	2	12	14	R	Pass	Complete	L	N	3	Bal		Bentonville West High School	DOUBLES GUN LEFT	2 X 2 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	30	1	-32	1	10	0	M	Pass	Incomplete	L	Y	3	Bal		Bentonville West High School	DOUBLES GUN RIGHT	H FANG			
2020-11-07T04:35:01.207	BHS	31	1	-32	2	10	0	M	Pass	Incomplete	R	Y	3	L		Bentonville West High School	LEFT TRIPS UP SAME	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	32	1	-32	3	10	0	M	Pass	Incomplete	L	Y	3	Bal		Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
2020-11-07T04:35:01.207	BHS	33	1	-32	4	10		M	Punt rec	Out of bounds			3			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	34	1	48	1	10	15	L	Pass	Complete	R	Y	3	L	Field	Bentonville West High School	DICE/LT DICE	INDY TIGER			
2020-11-07T04:35:01.207	BHS	35	1	33	1	10	8	R	Run	Rush	R	Y	3	R	Boundary	Bentonville West High School	DICE/LT DICE	BUFFALO REAM X SLIP			
2020-11-07T04:35:01.207	BHS	36	1	25	2	2	25	R	Run	Rush, td	L	Y	3	L	Field	Bentonville West High School	TREY	BUFFALO READ NOW			
2020-11-07T04:35:01.207	BHS	39	1	-20	1	10	5	M	Run	Rush	R	N	4	L		Bentonville West High School	LEFT SPLIT	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	40	1	-25	2	5	0	M	Run	Rush	L	Y	4	R		Bentonville West High School	SPLIT	WEAK SOONER BOSS			
2020-11-07T04:35:01.207		42	1	-20	3	10	-6	L	Run	Rush	R	Y	4	L			LEFT TRIPS GUN SAME	WEAK BUFFALO FOLD			
2020-11-07T04:35:01.207		44	2	-19	4	11		M	Punt rec	Return			4								
2020-11-07T04:35:01.207	BHS	45	2	50	1	10	12	R	Run	Rush	R	Y	4	L	Boundary	Bentonville West High School	TRACK/LT TRACK	BUFFALO JAYHAWK			
2020-11-07T04:35:01.207	BHS	46	2	38	1	10	0	R	Pass	Incomplete	R	N	4	L	Boundary	Bentonville West High School	TRACK/LT TRACK	FARMER RAIL DUMP			
2020-11-07T04:35:01.207	BHS	47	2	38	2	10	5	R	Run	Rush	L	Y	4	R	Field	Bentonville West High School	HIP FLIP/LT HIP FLIP	HERD			
2020-11-07T04:35:01.207	BHS	48	2	33	3	5	14	L	Run	Rush	R	Y	4	Bal	Field	Bentonville West High School	ACE	LONGHORN			
2020-11-07T04:35:01.207	BHS	49	2	19	1	10	19	R	Pass	Complete, td	L	Y	4	L	Field	Bentonville West High School	TREY	SKIN			
2020-11-07T04:35:01.207	BHS	52	2	-26	1	10	10	M	Pass	Rush	R	N	5	Bal		Bentonville West High School	DOUBLES GUN RIGHT	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	53	2	-36	1	10	1	M	Run	Rush	L	Y	5	Bal		Bentonville West High School	DOUBLES GUN LEFT	WEAK CARDINAL CUE			
2020-11-07T04:35:01.207	BHS	54	2	-37	2	9	6	L	Pass	Complete	R	N	5	R		Bentonville West High School	TRIPS GUN OPP	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	55	2	-43	3	3	12	R	Pass	Complete	L	N	5	Bal		Bentonville West High School	DOUBLES GUN RIGHT	H FANG			
2020-11-07T04:35:01.207	BHS	56	2	45	1	10	2	M	Pass	Complete	R	Y	5	Bal		Bentonville West High School	DOUBLES GUN RIGHT	LOW RIDER			
2020-11-07T04:35:01.207	BHS	57	2	43	2	8	0	R	Pass	Incomplete	R	Y	5	L		Bentonville West High School	LEFT TRIPS GUN OPP	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	58	2	43	3	8	-17	R	Pass	Penalty	L	Y	5	L		Bentonville West High School	LEFT SPLIT	2 X 2 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	59	2	-40	4	25		M	Punt rec	Return			5			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	60	2	-30	1	10	8	M	Pass	Complete	L	Y	5	R		Bentonville West High School	HIP EMPTY	HERD STAGGER			
2020-11-07T04:35:01.207	BHS	61	2	-38	2	2	4	L	Run	Rush	R	Y	5	R	Field	Bentonville West High School	TRACK/LT TRACK	BUFFALO WHAM ARROW			
2020-11-07T04:35:01.207	BHS	62	2	-42	1	10	3	M	Run	Rush	R	N	5	L		Bentonville West High School	TRACE/LT TRACE	BUFFALO Z SLIP			
2020-11-07T04:35:01.207	BHS	63	2	-45	2	7	15	R	Pass	Complete	L	Y	5	R	Field	Bentonville West High School	WING/LT WING	INDY DEEP DAGGER			
2020-11-07T04:35:01.207	BHS	64	2	40	1	10	-11	L	Run	Penalty	L	N	5	L	Boundary	Bentonville West High School	WING/LT WING	BUFFALO REAM FANG			
2020-11-07T04:35:01.207	BHS	65	2	-49	2	21	35	L	Pass	Complete	L	Y	5	R	Boundary	Bentonville West High School	TREY	ARROW NASA			
2020-11-07T04:35:01.207	BHS	66	2	16	1	10	4	L	Run	Rush	R	Y	5	L	Field	Bentonville West High School	HIP FLIP/LT HIP FLIP	HERD			
2020-11-07T04:35:01.207	BHS	67	2	12	2	6	12	M	Pass	Complete, td	R	Y	5	R		Bentonville West High School	HIP FLIP/LT HIP FLIP	BRONCO PITCH MESH			
2020-11-07T04:35:01.207	BHS	70	2	-40	1	10	2	R	Run	Rush	R	Y	6	L		Bentonville West High School	LEFT SPLIT	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	71	2	-42	2	8	4	R	Run	Rush	R	N	6	R		Bentonville West High School	SPLIT	STRONG HORN			
2020-11-07T04:35:01.207	BHS	73	2	-41	4	9	11	R	Pass	Complete	L	N	6	L		Bentonville West High School	LEFT TRIPS GUN OPP	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	74	2	48	1	10	1	L	Run	Rush	L	Y	6			Bentonville West High School	SPLIT	WEAK HORN BOSS			
2020-11-07T04:35:01.207	BHS	75	2	47	2	9	20	L	Pass	Complete	R	N	6	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	76	2	27	1	10		R	Pass	Interception	L	Y	6			Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
